序号,帧ID,时间标识,类型,报文描述,报文内容,长度,数据(Hex)
641,0x1CECF456,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
642,0x1812F456,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
643,0x181056F4,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
644,0x1812F456,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
645,0x181056F4,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
646,0x181356F4,54:28.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x20 4B 01 4A 1B 00 D0 ),7,20 4B 01 4A 1B 00 D0 
647,0x1812F456,54:28.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
648,0x181056F4,54:28.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
649,0x181056F4,54:28.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
650,0x1812F456,54:28.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
651,0x181056F4,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
652,0x1812F456,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
653,0x1CEC56F4,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
654,0x1CECF456,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
655,0x1CEB56F4,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x01 66 13 83 0F 89 11 61 ),8,01 66 13 83 0F 89 11 61 
656,0x1CEB56F4,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x02 0A 00 FF FF FF FF FF ),8,02 0A 00 FF FF FF FF FF 
657,0x1CECF456,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
658,0x181056F4,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
659,0x1812F456,54:28.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
660,0x181056F4,54:28.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
661,0x1812F456,54:28.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
662,0x181356F4,54:28.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x20 4B 01 4A 1B 00 D0 ),7,20 4B 01 4A 1B 00 D0 
663,0x181056F4,54:28.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
664,0x1812F456,54:28.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
665,0x181056F4,54:28.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
666,0x1812F456,54:28.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
667,0x181056F4,54:28.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
668,0x1812F456,54:28.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
669,0x1CEC56F4,54:28.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
670,0x181056F4,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
671,0x1CECF456,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
672,0x1812F456,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
673,0x1CEB56F4,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x01 66 13 83 0F 89 11 61 ),8,01 66 13 83 0F 89 11 61 
674,0x1CEB56F4,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x02 0A 00 FF FF FF FF FF ),8,02 0A 00 FF FF FF FF FF 
675,0x1CECF456,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
676,0x181056F4,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
677,0x1812F456,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
678,0x181356F4,54:28.7,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x20 4B 01 4A 1B 00 D0 ),7,20 4B 01 4A 1B 00 D0 
679,0x181056F4,54:28.8,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
680,0x1812F456,54:28.8,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
681,0x181056F4,54:28.8,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
682,0x1812F456,54:28.8,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
683,0x181056F4,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
684,0x1812F456,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
685,0x1CEC56F4,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
686,0x1CECF456,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
687,0x1CEB56F4,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x01 68 13 82 0F 8A 11 61 ),8,01 68 13 82 0F 8A 11 61 
688,0x1CEB56F4,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x02 0A 00 FF FF FF FF FF ),8,02 0A 00 FF FF FF FF FF 
689,0x1CECF456,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
690,0x181056F4,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
691,0x1812F456,54:28.9,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
692,0x181056F4,54:29.0,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
693,0x1812F456,54:29.0,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
694,0x181356F4,54:29.0,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x20 4B 01 4A 1B 00 D0 ),7,20 4B 01 4A 1B 00 D0 
695,0x181056F4,54:29.0,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
696,0x1812F456,54:29.0,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
697,0x181056F4,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
698,0x1812F456,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
699,0x181056F4,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
700,0x1812F456,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
701,0x1CEC56F4,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
702,0x1CECF456,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
703,0x1CEB56F4,54:29.1,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x01 68 13 82 0F 8A 11 61 ),8,01 68 13 82 0F 8A 11 61 
704,0x1CEB56F4,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x02 0A 00 FF FF FF FF FF ),8,02 0A 00 FF FF FF FF FF 
705,0x1CECF456,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
706,0x181056F4,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
707,0x1812F456,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
708,0x181056F4,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
709,0x1812F456,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
710,0x181356F4,54:29.2,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x20 4B 01 4A 1B 00 D0 ),7,20 4B 01 4A 1B 00 D0 
711,0x181056F4,54:29.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
712,0x1812F456,54:29.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
713,0x181056F4,54:29.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
714,0x1812F456,54:29.3,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
715,0x181056F4,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
716,0x1812F456,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1B 15 83 0F 00 00 FD FF ),8,1B 15 83 0F 00 00 FD FF 
717,0x1CEC56F4,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
718,0x1CECF456,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
719,0x1CEB56F4,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x01 67 13 83 0F 88 11 61 ),8,01 67 13 83 0F 88 11 61 
720,0x1CEB56F4,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEB ) DA(0x56 ) SA(0xF4 ) PGN(0xEB00 ) Data Field(0x02 0A 00 FF FF FF FF FF ),8,02 0A 00 FF FF FF FF FF 
721,0x1CECF456,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x13 09 00 02 FF 00 11 00 ),8,13 09 00 02 FF 00 11 00 
722,0x181056F4,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
723,0x1812F456,54:29.4,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
724,0x181056F4,54:29.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
725,0x1812F456,54:29.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
726,0x181356F4,54:29.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x13 ) DA(0x56 ) SA(0xF4 ) PGN(0x1300 ) Data Field(0x3A 4B 01 4A 1B 00 D0 ),7,3A 4B 01 4A 1B 00 D0 
727,0x181056F4,54:29.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
728,0x1812F456,54:29.5,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
729,0x181056F4,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
730,0x1812F456,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
731,0x181056F4,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x10 ) DA(0x56 ) SA(0xF4 ) PGN(0x1000 ) Data Field(0x52 17 82 0F 02 ),5,52 17 82 0F 02 
732,0x1812F456,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0x12 ) DA(0xF4 ) SA(0x56 ) PGN(0x1200 ) Data Field(0x1A 15 83 0F 00 00 FD FF ),8,1A 15 83 0F 00 00 FD FF 
733,0x1CEC56F4,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0x56 ) SA(0xF4 ) PGN(0xEC00 ) Data Field(0x10 09 00 02 FF 00 11 00 ),8,10 09 00 02 FF 00 11 00 
734,0x1CECF456,54:29.6,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xEC ) DA(0xF4 ) SA(0x56 ) PGN(0xEC00 ) Data Field(0x11 02 01 FF FF 00 11 00 ),8,11 02 01 FF FF 00 11 00 
